pixel_id,row,col,valid,split_label,raw_min,raw_max,scaled_min,scaled_max,brightness_mean_band,spectrum_l2_norm,zero_band_count,nonfinite_band_count,negative_band_count,gt1_band_count,duplicate_group_size_valid,constant_spectrum,purity_max_A_ref,entropy_normalized_A_ref,dominant_reference_material,adjacent_original_band_difference_rms_proxy,spatial_neighbor_rmse_proxy,rmse_reference,rmse_fcls,sam_reference_radians,sam_fcls_radians,fcls_armse_vs_reference,fcls_kkt_max_violation,flag_brightness,flag_reference_rmse,flag_fcls_rmse,A_fcls_tree,A_fcls_water,A_fcls_dirt,A_fcls_road,A_fcls_minus_reference_tree,A_fcls_minus_reference_water,A_fcls_minus_reference_dirt,A_fcls_minus_reference_road
16,16,0,True,0,9,3587,0.0018,0.7174,0.3121999999999999,5.587989914092544,0,0,0,0,1,False,1.0,-0.0,tree,0.01785170824261609,0.026384089177009278,0.08772318154431076,0.08772318154431076,0.07063703893340145,0.07063703893340145,0.0,-0.0,True,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,0,True,0,16,3308,0.0032,0.6616,0.3000878787878788,5.232518846597689,0,0,0,0,1,False,1.0,-0.0,tree,0.016100938020134268,0.023590507739996925,0.05978997654566678,0.059165056459029634,0.030902646246844037,0.05216216317716213,0.034775984654761054,5.329070518200751e-15,False,False,False,0.9508193308563583,0.0,0.04918066914364172,0.0,-0.04918066914364172,0.0,0.04918066914364172,0.0
18,18,0,True,0,15,3158,0.003,0.6316,0.2929919191919192,5.020825103506395,0,0,0,0,1,False,0.9805809665121221,0.0770982263102812,tree,0.014658974672927793,0.03058694117751784,0.04484777008377342,0.041635356707627,0.015978334574703514,0.04021799776882291,0.05504799106949885,8.881784197001252e-16,False,False,False,0.9138042567225797,0.0,0.08619574327742024,0.0,-0.06677670978954242,-0.005032940919410407,0.08619574327742024,-0.014386092568467512
19,19,0,True,0,16,2762,0.0032,0.5524,0.2825131313131313,4.642025187350883,0,0,0,0,1,False,0.7748411615530864,0.4162902117314686,tree,0.012097976096894295,0.0348851683339484,0.013378607176140454,0.011765813107606654,0.033210271413143304,0.03262247923938981,0.009402235407924764,4.440892098500626e-16,False,False,False,0.789642792668288,0.0,0.21035720733171204,0.0,0.014801631115201608,-0.010934630575282104,-0.003867000539919535,0.0
20,20,0,True,0,30,2657,0.006,0.5314,0.27525757575757576,4.445610540746906,0,0,0,0,1,False,0.661158497868448,0.46516079315940667,tree,0.011486616515508776,0.03462686306989275,0.02313153253241908,0.013804931682301328,0.0451459467014819,0.043701813366701044,0.03412436242901347,2.8657631823136853e-15,False,False,False,0.6566347984221186,0.0509909348305469,0.2923742667473345,0.0,-0.0045236994463294655,0.05036170762173641,-0.04583800817540701,0.0
21,21,0,True,0,8,2657,0.0016,0.5314,0.2789161616161616,4.466999176180805,0,0,0,0,1,False,0.588676722694891,0.4885950449226886,tree,0.010281195181445317,0.030550121449976864,0.02951810124357875,0.018626567792135205,0.058948012035955254,0.058680002807788526,0.04226474778813022,1.3739009929736312e-15,False,False,False,0.584643168441517,0.061685995667341065,0.353670835891142,0.0,-0.004033554253374039,0.061685995667341065,-0.057652441413967026,0.0
22,22,0,True,0,8,2707,0.0016,0.5414,0.2830949494949495,4.570253647227909,0,0,0,0,1,False,0.6667270510138161,0.4591177189354797,tree,0.011272467024591946,0.05456022779588712,0.016416914718210524,0.013050236994355731,0.04202169240682718,0.04018766943846371,0.021747939161790287,2.1094237467877974e-15,False,False,False,0.679945939104365,0.02193685981016419,0.2981172010854709,0.0,0.01321888809054883,0.02193685981016419,-0.03515574790071285,0.0
23,23,0,True,0,16,3739,0.0032,0.7478,0.35553131313131314,6.058648667813641,0,0,0,0,1,False,0.9359599702971326,0.1716389086950477,tree,0.0176066537539152,0.06400414175750391,0.11479187181426462,0.10988640722330145,0.027822209439586274,0.10403454182306289,0.13390487839086598,1.7763568394002505e-15,True,False,True,0.7465898752088499,0.0,0.2534101247911501,0.0,-0.18937009508828273,0.0,0.18937009508828262,0.0
24,24,0,True,0,25,3836,0.005,0.7672,0.3574565656565657,6.170717352139863,0,0,0,0,1,False,0.9818033490782732,0.06559594072194443,tree,0.01849318100245989,0.03967671851852834,0.12504436317237808,0.12019424532913213,0.026841633569359525,0.1064801727923927,0.1391061559433449,1.7763568394002505e-15,True,False,True,0.785077536733608,0.0,0.21492246326639197,0.0,-0.19672581234466513,0.0,0.1967258123446651,0.0
25,25,0,True,0,8,3124,0.0016,0.6248,0.2992080808080808,5.057452576149379,0,0,0,0,1,False,0.8953834347361368,0.24173061106280144,tree,0.014466810822866778,0.04535600657713279,0.04223840531277506,0.04070754064590493,0.030666926562295055,0.04914360701213381,0.04545082434015217,8.881784197001252e-16,False,False,False,0.8311062625332564,0.0,0.16889373746674363,0.0,-0.06427717220288043,0.0,0.06427717220288033,0.0
26,26,0,True,0,8,3033,0.0016,0.6066,0.27287575757575755,4.770160655575449,0,0,0,0,1,False,1.0,-0.0,tree,0.014706461165079794,0.028272744781850715,0.02823980823120703,0.028178278282367162,0.03387584845301954,0.03688501128139511,0.007514987035586783,8.881784197001252e-16,False,False,False,0.9893722034132152,0.0,0.01062779658678481,0.0,-0.01062779658678481,0.0,0.01062779658678481,0.0
27,27,0,True,0,9,3211,0.0018,0.6422,0.28932121212121215,5.040242557655335,0,0,0,0,1,False,1.0,-0.0,tree,0.015170707266780914,0.03499647981468771,0.046322109973780945,0.04603959012790576,0.030416606699948084,0.04260112734850482,0.020603747645155643,1.7763568394002505e-15,False,False,False,0.9708619006445082,0.0,0.02913809935549183,0.0,-0.02913809935549183,0.0,0.02913809935549183,0.0
28,28,0,True,0,8,2990,0.0016,0.598,0.30083939393939396,4.967905301029801,0,0,0,0,1,False,0.7638707883629163,0.394271909826002,tree,0.013255856954182318,0.042520048896004047,0.03226870388883798,0.03160565749850949,0.054754063339201124,0.06099783264375798,0.0262488949966998,1.3322676295501878e-15,True,False,False,0.7267492450612763,0.0,0.27325075493872375,0.0,-0.03712154330164008,0.0,0.03712154330164019,0.0
29,29,0,True,0,17,2807,0.0034,0.5614,0.28992222222222225,4.648889557733115,0,0,0,0,1,False,0.5916173406209952,0.487821707114943,tree,0.011739296270350998,0.039137518830782224,0.020017626734019717,0.01715389984004694,0.053210554195860606,0.05192521808125945,0.02436068369082691,1.1796119636642288e-16,False,False,False,0.6106863469553896,0.02070066787305269,0.3686129851715577,0.0,0.019069006334394345,0.02070066787305269,-0.03976967420744698,0.0
30,30,0,True,0,16,3154,0.0032,0.6308,0.335620202020202,5.269437275459307,0,0,0,0,1,False,0.5932892992366391,0.48737049839711205,dirt,0.012256498014920235,0.03909620472222824,0.027066344044116817,0.026454750520046547,0.05318727851499584,0.05791504008166812,0.02307648802445067,1.3322676295501878e-15,True,False,False,0.37407561842724246,0.0,0.6259243815727575,0.0,-0.03263508233611845,0.0,0.03263508233611845,0.0
31,31,0,True,0,30,3302,0.006,0.6604,0.36256363636363637,5.602106817974823,0,0,0,0,1,False,0.7685203494093547,0.39029088133523254,dirt,0.011486009326846737,0.0345570995673273,0.031026120121911936,0.028676744191833407,0.04670735009425965,0.057036549384592614,0.047769382098669384,8.881784197001252e-16,True,False,False,0.1639235425605246,0.0,0.8360764574394755,0.0,-0.06755610803012077,0.0,0.0675561080301208,0.0
32,32,0,True,0,31,3208,0.0062,0.6416,0.3610414141414141,5.658610292289088,0,0,0,0,1,False,0.5511880879144225,0.49621318999574293,dirt,0.011768066307400911,0.0379722714465189,0.05169949150206674,0.047081417862001415,0.030740629783998694,0.06939589380309634,0.08614750806363858,4.440892098500626e-15,True,False,False,0.3269809378173342,0.0,0.6730190621826657,0.0,-0.1218309742682433,0.0,0.12183097426824319,0.0
33,33,0,True,0,16,2981,0.0032,0.5962,0.31161414141414145,5.072788148543165,0,0,0,0,1,False,0.7100852964237157,0.4343055189092066,tree,0.012549790068731458,0.055484985040964184,0.032046766062707066,0.030948755348329565,0.03213674278269556,0.04577812958342075,0.03354547215107838,8.881784197001252e-16,True,False,False,0.6626448347514516,0.0,0.33735516524854836,0.0,-0.04744046167226401,0.0,0.04744046167226401,0.0
34,34,0,True,0,3,2829,0.0006,0.5658,0.2709171717171717,4.574603633103091,0,0,0,0,1,False,0.8830281074034111,0.26029678361254893,tree,0.012749419292959674,0.056184002008953904,0.012064348578694931,0.012064273019039555,0.03263313572509999,0.032608881350560386,0.00017222136338296428,2.220446049250313e-16,False,False,False,0.8832716651912377,0.0,0.11672833480876232,0.0,0.0002435577878265871,0.0,-0.00024355778782655935,0.0
35,35,0,True,0,1,3299,0.0002,0.6598,0.2947030303030303,5.15532540195088,0,0,0,0,1,False,1.0,-0.0,tree,0.015520930450565198,0.03415125596174231,0.05471262319744644,0.053484580609564784,0.03561014226721277,0.05544511040443378,0.046493315262681086,4.440892098500626e-15,False,False,False,0.9342485229958284,0.0,0.06575147700417161,0.0,-0.06575147700417161,0.0,0.06575147700417161,0.0
36,36,0,True,0,3,3304,0.0006,0.6608,0.2987242424242424,5.186461610770873,0,0,0,0,1,False,0.9963332978985597,0.017474306981090572,tree,0.01461809205692095,0.01811669259938287,0.056425032529227696,0.05439141330318731,0.03143736516688956,0.055470553468789784,0.06054979966627295,8.881784197001252e-16,False,False,False,0.9107029500115427,0.0,0.08929704998845739,0.0,-0.08563034788701707,0.0,0.08563034788701714,0.0
37,37,0,True,0,1,3149,0.0002,0.6298,0.2904939393939394,5.009439158229193,0,0,0,0,1,False,0.9916270551347134,0.0349013122703006,tree,0.015228886182481447,0.012987653077374305,0.04322900222177856,0.04165897457114964,0.022031683825192175,0.04182387258785512,0.04656424058170829,2.6645352591003757e-15,False,False,False,0.9257752745824579,0.0,0.07422472541754216,0.0,-0.06585178055225549,0.0,0.06585178055225556,0.0
38,38,0,True,0,7,3113,0.0014,0.6226,0.282079797979798,4.895064269241008,0,0,0,0,1,False,1.0,-0.0,tree,0.014568353478582367,0.014262105082880816,0.035401148974224146,0.03453956711768157,0.018491577146386055,0.03380145126155265,0.03131043433853911,8.881784197001252e-16,False,False,False,0.9557203591146457,0.0,0.04427964088535424,0.0,-0.0442796408853543,0.0,0.04427964088535424,0.0
39,39,0,True,0,5,3109,0.001,0.6218,0.26394141414141414,4.643289532217434,0,0,0,0,1,False,1.0,-0.0,tree,0.013947123589122467,0.031253244474015174,0.024426346103202864,0.024426346103202864,0.05464781190757369,0.05464781190757369,0.0,-0.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,0,True,0,7,2758,0.0014,0.5516,0.23720202020202022,4.149296923576331,0,0,0,0,1,False,1.0,-0.0,tree,0.012999266251482169,0.030268371174704555,0.02430747114646179,0.01634749457877382,0.05330807819998525,0.055404188919401215,0.042829947418173135,5.551115123125783e-17,False,False,False,0.939429307485493,0.060570692514506974,0.0,0.0,-0.060570692514506974,0.060570692514506974,0.0,0.0
41,41,0,True,0,5,3030,0.001,0.606,0.24678383838383838,4.4452498152522315,0,0,0,0,1,False,1.0,-0.0,tree,0.01398305201269536,0.029328435414473372,0.026350700776433693,0.026350700776433693,0.08331162715207006,0.08331162715207006,0.0,-0.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,0,True,0,17,3090,0.0034,0.618,0.27973535353535356,4.800298307397156,0,0,0,0,1,False,0.9750479702124747,0.08420366074367479,tree,0.01461543265849054,0.03218668233006077,0.028843432663887825,0.02795389458866337,0.03162431738121561,0.039110361116397166,0.028669624392334645,1.3322676295501878e-15,False,False,False,0.9345029985686926,0.0,0.06549700143130749,0.0,-0.040544971643782124,0.0,0.04054497164378219,0.0
43,43,0,True,0,9,2834,0.0018,0.5668,0.2824707070707071,4.652424039143466,0,0,0,0,1,False,0.7880914889879935,0.37255749312745107,tree,0.012067731926346139,0.021379209593635855,0.010930592125169832,0.010882805038226143,0.0286849202695731,0.02780367987680419,0.004118060421528289,2.220446049250313e-16,False,False,False,0.7939153058867907,0.0,0.2060846941132093,0.0,0.005823816898797185,0.0,-0.005823816898797157,0.0
44,44,0,True,0,10,2910,0.002,0.582,0.2969212121212121,4.832132705131348,0,0,0,0,1,False,0.7272096934649658,0.4227200586874533,tree,0.012339638028186514,0.019788286362973823,0.017607483174099933,0.01749504565046304,0.031021516088846346,0.033485592587104325,0.008013101074158912,1.5543122344752192e-15,False,False,False,0.7158774572492238,0.0,0.2841225427507762,0.0,-0.011332236215741975,0.0,0.01133223621574192,0.0
45,45,0,True,0,18,2824,0.0036,0.5648,0.302869696969697,4.84076548078917,0,0,0,0,1,False,0.6283818899754955,0.49128930874748794,tree,0.011519624281622362,0.0200579268891747,0.015697589488593188,0.015053826179943884,0.03822141473407942,0.03761452130873153,0.00397143466600685,6.661338147750939e-16,True,False,False,0.6348313993925272,0.0,0.36516860060747275,0.0,0.006449509417031707,-0.0038142102390150995,-0.0026352991780166923,0.0
46,46,0,True,0,17,2718,0.0034,0.5436,0.2799868686868687,4.548781731408972,0,0,0,0,1,False,0.7152990059183484,0.43088871906028053,tree,0.011493231006743015,0.024019342191822068,0.012864973672281546,0.010118635678518824,0.0334371159486135,0.031304967923052957,0.018314838208685433,5.776629175002768e-16,False,False,False,0.7287363595319111,0.016421002169356158,0.2548426382987327,0.0,0.013437353613562686,0.016421002169356158,-0.029858355782918955,0.0
47,47,0,True,0,16,2928,0.0032,0.5856,0.2785727272727273,4.705332069046775,0,0,0,0,1,False,0.8937410217849988,0.2442638724452831,tree,0.012986209648147574,0.023922857637038025,0.019284982367906416,0.019010881825045234,0.03376328279545809,0.03665564796437456,0.01306792602927218,4.440892098500626e-16,False,False,False,0.8752601835623137,0.0,0.12473981643768633,0.0,-0.018480838222685092,0.0,0.01848083822268512,0.0
48,48,0,True,0,10,2940,0.002,0.588,0.2774666666666667,4.750056067037525,0,0,0,0,1,False,0.9582861095478777,0.125047936140214,tree,0.014033067175745094,0.015559673345459898,0.02396825144966363,0.02326707872496861,0.025306381482869466,0.03207071499297732,0.023212492003485925,8.881784197001252e-16,False,False,False,0.9254586885400709,0.0,0.0745413114599291,0.0,-0.03282742100780689,0.0,0.03282742100780674,0.0
49,49,0,True,0,9,2945,0.0018,0.589,0.28273838383838384,4.80555459026323,0,0,0,0,1,False,0.9356309487338454,0.17227481649583745,tree,0.014480437732440166,0.011764422015860213,0.026606195814266452,0.02581521340589123,0.025418767907933237,0.034079133818638266,0.02597248718957105,-0.0,False,False,False,0.8989003051017926,0.0,0.10109969489820736,0.0,-0.036730643632052806,0.0,0.03673064363205289,0.0
50,50,0,True,0,9,2871,0.0018,0.5742,0.2783181818181818,4.717933390797288,0,0,0,0,1,False,0.9173118239889633,0.21381103154767656,tree,0.01355537928987263,0.014120658170003129,0.02142651807100364,0.020342193475045078,0.030972911732896454,0.03506774401848235,0.01654939798621386,4.440892098500626e-16,False,False,False,0.8952427698668679,0.0,0.10475723013313215,0.0,-0.022069054122095366,-0.0024740918553781315,0.02454314597747352,0.0
51,51,0,True,0,9,2907,0.0018,0.5814,0.27961515151515154,4.762448164547306,0,0,0,0,1,False,0.9339041816890226,0.1755910624275214,tree,0.014376105531624701,0.028339105375873624,0.02475456876849164,0.024146303575180723,0.034053884782519195,0.039384366143375565,0.02199786682840166,8.881784197001252e-16,False,False,False,0.9027945000770197,0.0,0.09720549992298028,0.0,-0.031109681612002893,0.0,0.03110968161200281,0.0
52,52,0,True,0,2,3313,0.0004,0.6626,0.29613838383838387,5.204421670080164,0,0,0,0,1,False,1.0,-0.0,tree,0.0163087203352795,0.022822907731917846,0.05845616804369356,0.058360363094237235,0.03992080551722887,0.048896737731971895,0.013493415956431894,8.881784197001252e-16,False,False,False,0.9809174281516725,0.0,0.019082571848327512,0.0,-0.019082571848327512,0.0,0.019082571848327512,0.0
53,53,0,True,0,8,3178,0.0016,0.6356,0.2874989898989899,5.014169323028492,0,0,0,0,1,False,1.0,-0.0,tree,0.015130068551033547,0.03376918229682014,0.044249629852269386,0.043841456396549496,0.026789367306814957,0.040829063083952115,0.024186005332483374,1.7763568394002505e-15,False,False,False,0.965795823239174,0.0,0.03420417676082599,0.0,-0.03420417676082599,0.0,0.03420417676082599,0.0
54,54,0,True,0,1,2579,0.0002,0.5158,0.23511313131313133,4.021510044746874,0,0,0,0,1,False,0.9454865285069246,0.15263446552247492,tree,0.012973772359293548,0.04600267817678208,0.03319422790452201,0.014451982159268618,0.04773964083511201,0.05052598972469734,0.06361687124569056,3.7192471324942744e-15,False,False,False,0.8658735870289342,0.09760393846984045,0.03652247450122531,0.0,-0.07961294147799036,0.09760393846984045,-0.017990996991850118,0.0
55,55,0,True,0,1,2830,0.0002,0.566,0.259810101010101,4.399191016539291,0,0,0,0,1,False,0.915427349388505,0.20904487241964015,tree,0.012916767079841298,0.02337258220501349,0.013406734285092278,0.012394157551827344,0.03984792433433892,0.03965242574596518,0.009273360074905498,4.073130721593543e-15,False,False,False,0.9123261137479652,0.014387173716774448,0.07328671253526031,0.0,-0.003101235640539768,0.014387173716774448,-0.011285938076234764,0.0
56,56,0,True,0,9,2853,0.0018,0.5706,0.2652626262626263,4.410200095233775,0,0,0,0,1,False,0.7956569123386563,0.36526484340522763,tree,0.015148732704886663,0.05004087260748704,0.01971179622558913,0.01600240039300679,0.0509799962241605,0.05104194454637561,0.021144389905305244,4.010680676458378e-15,False,False,False,0.7926773810079348,0.031280909378251065,0.17604170961381402,0.0,-0.0029795313307214855,0.031280909378251065,-0.028301378047529607,0.0
57,57,0,True,0,22,3310,0.0044,0.662,0.34820909090909097,5.465276443145397,0,0,0,0,1,False,0.581188390130228,0.4904481609675774,dirt,0.012004614497382628,0.07453262887070414,0.03751496737268145,0.03502657447224259,0.04326532549587428,0.06066217026913372,0.054191185311657356,8.881784197001252e-16,True,False,False,0.34217370064095237,0.0,0.6578262993590476,0.0,-0.07663790922881947,0.0,0.07663790922881952,0.0
58,58,0,True,0,9,3172,0.0018,0.6344,0.3125444444444444,5.219826951154607,0,0,0,0,1,False,0.8708642103269674,0.3185191577471948,tree,0.015304385160084191,0.061494410786917725,0.05301877867381752,0.05081161592476527,0.04288052476907037,0.06524810826593522,0.07147621454017772,2.6645352591003757e-15,True,False,False,0.7817260642316872,0.0,0.21827393576831278,0.0,-0.08913814609528015,0.0,0.10982619275889761,-0.020688046663617364
59,59,0,True,0,15,3341,0.003,0.6682,0.293689898989899,5.230844027496901,0,0,0,0,1,False,1.0,-0.0,tree,0.017548350788168545,0.02537036698407352,0.06249817061032027,0.06249817061032027,0.06263398605452747,0.06263398605452747,0.0,-0.0,False,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,0,True,0,17,3314,0.0034,0.6628,0.29463131313131313,5.219122857339152,0,0,0,0,1,False,1.0,-0.0,tree,0.01738191810253049,0.01713182824360363,0.060358049826712334,0.060350707747915754,0.05003180215763355,0.052430932594033544,0.0037971232406991654,1.7763568394002505e-15,False,False,False,0.9946300568150012,0.0,0.005369943184998838,0.0,-0.005369943184998838,0.0,0.005369943184998838,0.0
61,61,0,True,0,0,3215,0.0,0.643,0.28960707070707065,5.097453336716286,1,0,0,0,1,False,1.0,-0.0,tree,0.016508981238661024,0.015197978230383718,0.050963841104966254,0.05085394122861357,0.03887134988648384,0.04692091962383749,0.013492306587447421,2.6645352591003757e-15,False,False,False,0.980918997036336,0.0,0.019081002963663996,0.0,-0.019081002963663996,0.0,0.019081002963663996,0.0
62,62,0,True,0,7,3023,0.0014,0.6046,0.2734464646464646,4.802055576521371,0,0,0,0,1,False,1.0,-0.0,tree,0.016199398532677465,0.0175794245102804,0.030666299052547714,0.030666299052547714,0.03642512289092234,0.03642512289092234,0.0,-0.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,0,True,0,4,3084,0.0008,0.6168,0.26666464646464644,4.788832200025388,0,0,0,0,1,False,1.0,-0.0,tree,0.015836756984776646,0.034288136444257065,0.03541266382815749,0.03541266382815749,0.06904201151030216,0.06904201151030216,0.0,-0.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,0,True,0,9,3699,0.0018,0.7398,0.29729999999999995,5.515952722785068,0,0,0,0,1,False,1.0,-0.0,tree,0.019060040089284396,0.03849515309780017,0.09103422423572395,0.09103422423572395,0.12924904119884348,0.12924904119884348,0.0,-0.0,False,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,0,True,0,10,3660,0.002,0.732,0.31365050505050507,5.590814144648345,0,0,0,0,1,False,1.0,-0.0,tree,0.017663968831261985,0.041649715507632724,0.08731029778450718,0.0872866931008094,0.06429220357626102,0.06960706688826494,0.008188290696844234,1.7763568394002505e-15,True,False,True,0.9884200082438694,0.0,0.011579991756130559,0.0,-0.011579991756130559,0.0,0.011579991756130559,0.0
