ranking,rank,pixel_id,row,col,valid,split_label,raw_min,raw_max,scaled_min,scaled_max,brightness_mean_band,spectrum_l2_norm,zero_band_count,nonfinite_band_count,negative_band_count,gt1_band_count,duplicate_group_size_valid,constant_spectrum,purity_max_A_ref,entropy_normalized_A_ref,dominant_reference_material,adjacent_original_band_difference_rms_proxy,spatial_neighbor_rmse_proxy,rmse_reference,rmse_fcls,sam_reference_radians,sam_fcls_radians,fcls_armse_vs_reference,fcls_kkt_max_violation,flag_brightness,flag_reference_rmse,flag_fcls_rmse,A_fcls_tree,A_fcls_water,A_fcls_dirt,A_fcls_road,A_fcls_minus_reference_tree,A_fcls_minus_reference_water,A_fcls_minus_reference_dirt,A_fcls_minus_reference_road,retained_in_clean
reference_rmse,13,5138,38,51,True,0,71,4393,0.0142,0.8786,0.5985171717171717,8.849920777046538,0,0,0,0,1,False,0.5858054090045336,0.6481179157715016,dirt,0.01687096732441678,0.12712799853916176,0.2369409597323673,0.21973396438937143,0.07850963376751274,0.16196080255288536,0.37886925376526565,2.1316282072803006e-14,True,True,True,0.0,0.0,0.10235724008883096,0.897642759911169,-0.09262935709216358,0.0,-0.48344816891570264,0.5760775260078661,True
reference_rmse,14,5345,45,53,True,0,48,4321,0.0096,0.8642,0.549780808080808,8.226076058486209,0,0,0,0,1,False,0.5767496318487642,0.7777864574899457,dirt,0.015627529949025613,0.1453880351769081,0.2253373162868172,0.18677717400042906,0.0687542900026139,0.14893335278652023,0.22836645926406265,7.105427357601002e-15,True,True,True,0.0,0.0,0.4586230364761318,0.5413769635238682,-0.21984574891537514,-0.04220835934883778,-0.11812659537263237,0.38018070363684525,True
reference_rmse,15,5236,36,52,True,0,29,4249,0.0058,0.8498,0.5798020202020202,8.553706719311808,0,0,0,0,1,False,0.4683664268913649,0.7229310492423384,dirt,0.01713750722381041,0.12437053104533036,0.22023375003969323,0.19936627648007335,0.08078641945022481,0.15911717537501271,0.32015574976585764,-0.0,True,True,True,0.0,0.0,0.10550141254495349,0.8944985874550465,-0.14452169856559274,0.0,-0.3628650143464114,0.5073867129120041,True
reference_rmse,16,5331,31,53,True,0,31,4326,0.0062,0.8652,0.5574949494949496,8.310952874370063,0,0,0,0,1,False,0.5760464743331357,0.7363001112573022,dirt,0.015578663910322003,0.091501054076502,0.2153215051423518,0.18941196887726078,0.06913965294109509,0.144147218451943,0.23517924115406413,1.0658141036401503e-14,True,True,True,0.0,0.0,0.38623317968208204,0.613766820317918,-0.1858166820767995,-0.012348989422542228,-0.18981329465105368,0.3879789661503954,True
reference_rmse,17,4980,80,49,True,0,29,4453,0.0058,0.8906,0.4736252525252525,7.561282221951513,0,0,0,0,1,False,0.7175594309759137,0.5635557681770789,tree,0.02553873277582253,0.11438855159070654,0.20816881966383707,0.19172234864911905,0.06645357874486364,0.2193165856791914,0.38376910274470905,7.105427357601002e-15,True,True,True,0.23455100943465512,0.0,0.7654489905653449,0.0,-0.48300842154125856,0.0,0.5873142698827443,-0.10430584834148575,True
reference_rmse,18,5330,30,53,True,0,52,4233,0.0104,0.8466,0.5407838383838384,8.070313877415177,0,0,0,0,1,False,0.5381190198038432,0.7824366747231128,dirt,0.01847286575577187,0.15071984938321692,0.20619243988257274,0.17565524929646004,0.0783946633528054,0.1485280098869666,0.20856046328347377,7.105427357601002e-15,True,True,True,0.0,0.0,0.43726941496192895,0.562730585038071,-0.21735032982900532,-0.02249361665669607,-0.1008496048419143,0.3406935513276158,True
reference_rmse,19,5234,34,52,True,0,28,4404,0.0056,0.8808,0.6012414141414143,8.70679565626758,0,0,0,0,1,False,0.7316000326353717,0.4195796544502645,road,0.014583327326006087,0.15572167480953336,0.20183859878075933,0.1935705955129696,0.06147634207544559,0.08306914155849782,0.1897874369937768,-0.0,True,True,True,0.0,0.0,0.0,1.0,0.0,0.0,-0.26839996736462846,0.26839996736462834,True
reference_rmse,20,5334,34,53,True,0,30,4176,0.006,0.8352,0.5570676767676768,8.23586425580218,0,0,0,0,1,False,0.4783349514526326,0.7343325884494628,dirt,0.015865809069691265,0.10601184937435237,0.20068410441840268,0.17989706239487085,0.07732377232357446,0.14744796195104987,0.2572144244158641,1.4210854715202004e-14,True,False,True,0.0,0.0,0.22660408440155216,0.7733959155984478,-0.1653255659669785,0.0,-0.25173086705108044,0.41705643301805884,True
fcls_rmse,1,5245,45,52,True,0,10,5437,0.002,1.0874,0.7951151515151514,11.558509751693771,0,0,0,10,1,False,0.7075013027752286,0.47863332843927814,road,0.020680683418752552,0.2426581142458182,0.40695609440550595,0.3965524377741864,0.07233665113875884,0.10691097353418492,0.2017350758106838,-0.0,True,True,True,0.0,0.0,0.0,1.0,-0.014995907834464405,0.0,-0.2775027893903071,0.2924986972247714,True
fcls_rmse,2,5230,30,52,True,0,45,5274,0.009,1.0548,0.7652696969696968,11.104529135447393,0,0,0,4,1,False,0.6547273461455864,0.4648875630283343,road,0.02061544852649871,0.2436917022980262,0.3744673390911503,0.3636620832806574,0.06562185360386301,0.09784898503131215,0.24414463489873145,-0.0,True,True,True,0.0,0.0,0.0,1.0,0.0,0.0,-0.34527265385441375,0.34527265385441364,True
fcls_rmse,3,5244,44,52,True,0,14,5071,0.0028,1.0142,0.7384828282828282,10.783448442868357,0,0,0,4,1,False,0.5498953232209728,0.6405155057812175,road,0.01939735112764705,0.19492405933343257,0.364789992475674,0.3449745802463453,0.08083426151499119,0.13361584027127474,0.29581819419352345,-0.0,True,True,True,0.0,0.0,0.0,1.0,-0.07316045911985058,0.0,-0.3769442176591766,0.4501046767790272,True
fcls_rmse,4,5551,51,55,True,0,9,4615,0.0018,0.923,0.6607919191919192,9.665425846800542,0,0,0,0,1,False,0.5121023280166417,0.6195018728387911,road,0.02096070560566079,0.17584472615903363,0.28502142768859795,0.26809618080730735,0.08683477627015428,0.14119868463688326,0.32810290066758213,-0.0,True,True,True,0.0,0.0,0.0,1.0,-0.05219398440278961,0.0,-0.43570368758056865,0.4878976719833583,True
fcls_rmse,5,5143,43,51,True,0,10,4710,0.002,0.942,0.6532010101010101,9.57009026289721,0,0,0,0,1,False,0.5043267234445654,0.6174199638421266,dirt,0.01763441855998427,0.16897257344846753,0.2781490567238253,0.26126630901361014,0.059351043884377605,0.13970480426972437,0.375675796420945,-0.0,True,True,True,0.0,0.0,0.0,1.0,-0.0503354400072023,0.0,-0.5043267234445654,0.5546621634517677,True
fcls_rmse,6,5235,35,52,True,0,6,4568,0.0012,0.9136,0.656441414141414,9.544101288230339,0,0,0,0,1,False,0.6277316494701706,0.5290617535200132,road,0.01623743695828744,0.1581082213661152,0.26769221500441404,0.2551761226075397,0.07368825442135699,0.10919085604005112,0.25697389651274083,-0.0,True,True,True,0.0,0.0,0.0,1.0,-0.018404114234604033,0.0,-0.35386423629522534,0.37226835052982943,True
fcls_rmse,7,5142,42,51,True,0,9,4646,0.0018,0.9292,0.6282131313131313,9.29562031711709,0,0,0,0,1,False,0.61150196762333,0.6272987978692941,dirt,0.018998396693486453,0.1324268137310153,0.2676858192185396,0.25019784692726915,0.07796640833430694,0.17637308164913634,0.4417163342003337,7.105427357601002e-15,True,True,True,0.0,0.0,0.032478455905704307,0.9675215440942957,-0.08301404117731627,0.0,-0.5790235117176257,0.6620375528949418,True
fcls_rmse,8,5137,37,51,True,0,5,4436,0.001,0.8872,0.6358818181818182,9.298106420126627,0,0,0,0,1,False,0.5043727239223884,0.49997241428836525,dirt,0.016279236421329422,0.15378336547271498,0.25238530225341066,0.24097871678300917,0.07231766227114651,0.13013201994853263,0.3566453733310513,-0.0,True,True,True,0.0,0.0,0.0,1.0,0.0,0.0,-0.5043727239223884,0.5043727239223885,True
fcls_rmse,9,5552,52,55,True,0,11,4597,0.0022,0.9194,0.6425151515151516,9.339774562589827,0,0,0,0,1,False,0.5783410647109115,0.6098825038880219,road,0.015203670272128036,0.17004610743126877,0.2632640453301795,0.2405648682577133,0.06904091463277849,0.10643099904200784,0.2841637159809956,-0.0,True,True,True,0.0,0.0,0.0,1.0,-0.017529714213678837,-0.02425529178941465,-0.37987392928599506,0.4216589352890885,True
fcls_rmse,10,5231,31,52,True,0,27,4764,0.0054,0.9528,0.6318474747474748,9.197856165433334,0,0,0,0,1,False,0.5541843836031005,0.5201975151606474,road,0.013562225065156112,0.2183435652297308,0.2424851702972418,0.2306441587073393,0.04617537106099508,0.10622653080770779,0.3129707204172467,-0.0,True,True,True,0.0,0.0,0.0,1.0,-0.006487682495061829,0.0,-0.4393279339018377,0.4458156163968995,True
fcls_rmse,11,5229,29,52,True,0,29,4477,0.0058,0.8954,0.601110101010101,8.874853848937459,0,0,0,0,1,False,0.5603533065793476,0.6617448490214239,dirt,0.015258477257089856,0.17109013511532786,0.2378808210208734,0.21988336223675678,0.06967488701839605,0.16047507627718346,0.3869734307601698,-0.0,True,True,True,0.0,0.0,0.0678374483310053,0.9321625516689946,-0.09662392991625131,0.0,-0.49251585824834226,0.5891397881645934,True
fcls_rmse,12,5138,38,51,True,0,71,4393,0.0142,0.8786,0.5985171717171717,8.849920777046538,0,0,0,0,1,False,0.5858054090045336,0.6481179157715016,dirt,0.01687096732441678,0.12712799853916176,0.2369409597323673,0.21973396438937143,0.07850963376751274,0.16196080255288536,0.37886925376526565,2.1316282072803006e-14,True,True,True,0.0,0.0,0.10235724008883096,0.897642759911169,-0.09262935709216358,0.0,-0.48344816891570264,0.5760775260078661,True
fcls_rmse,13,4880,80,48,True,0,48,4529,0.0096,0.9058,0.49000909090909084,7.849396993400194,0,0,0,0,1,False,0.6664839379586769,0.5430874278449027,tree,0.019545439496931386,0.11861409668654775,0.23795741033933124,0.20781180081473294,0.03066110916707949,0.22887835475644353,0.35928252417308,3.552713678800501e-15,True,True,True,0.17789749283888512,0.0,0.8221025071611149,0.0,-0.48858644511979177,-0.03700791250049291,0.5255943576202847,0.0,True
fcls_rmse,14,5236,36,52,True,0,29,4249,0.0058,0.8498,0.5798020202020202,8.553706719311808,0,0,0,0,1,False,0.4683664268913649,0.7229310492423384,dirt,0.01713750722381041,0.12437053104533036,0.22023375003969323,0.19936627648007335,0.08078641945022481,0.15911717537501271,0.32015574976585764,-0.0,True,True,True,0.0,0.0,0.10550141254495349,0.8944985874550465,-0.14452169856559274,0.0,-0.3628650143464114,0.5073867129120041,True
fcls_rmse,15,5234,34,52,True,0,28,4404,0.0056,0.8808,0.6012414141414143,8.70679565626758,0,0,0,0,1,False,0.7316000326353717,0.4195796544502645,road,0.014583327326006087,0.15572167480953336,0.20183859878075933,0.1935705955129696,0.06147634207544559,0.08306914155849782,0.1897874369937768,-0.0,True,True,True,0.0,0.0,0.0,1.0,0.0,0.0,-0.26839996736462846,0.26839996736462834,True
fcls_rmse,16,4980,80,49,True,0,29,4453,0.0058,0.8906,0.4736252525252525,7.561282221951513,0,0,0,0,1,False,0.7175594309759137,0.5635557681770789,tree,0.02553873277582253,0.11438855159070654,0.20816881966383707,0.19172234864911905,0.06645357874486364,0.2193165856791914,0.38376910274470905,7.105427357601002e-15,True,True,True,0.23455100943465512,0.0,0.7654489905653449,0.0,-0.48300842154125856,0.0,0.5873142698827443,-0.10430584834148575,True
fcls_rmse,17,5331,31,53,True,0,31,4326,0.0062,0.8652,0.5574949494949496,8.310952874370063,0,0,0,0,1,False,0.5760464743331357,0.7363001112573022,dirt,0.015578663910322003,0.091501054076502,0.2153215051423518,0.18941196887726078,0.06913965294109509,0.144147218451943,0.23517924115406413,1.0658141036401503e-14,True,True,True,0.0,0.0,0.38623317968208204,0.613766820317918,-0.1858166820767995,-0.012348989422542228,-0.18981329465105368,0.3879789661503954,True
fcls_rmse,18,5345,45,53,True,0,48,4321,0.0096,0.8642,0.549780808080808,8.226076058486209,0,0,0,0,1,False,0.5767496318487642,0.7777864574899457,dirt,0.015627529949025613,0.1453880351769081,0.2253373162868172,0.18677717400042906,0.0687542900026139,0.14893335278652023,0.22836645926406265,7.105427357601002e-15,True,True,True,0.0,0.0,0.4586230364761318,0.5413769635238682,-0.21984574891537514,-0.04220835934883778,-0.11812659537263237,0.38018070363684525,True
fcls_rmse,19,8345,45,83,True,2,33,4241,0.0066,0.8482,0.5605646464646464,8.316210985779522,0,0,0,0,1,False,0.7253915611832673,0.4240000028816282,dirt,0.012569193107937174,0.10763367539518831,0.18842360663472424,0.18120032468554487,0.05751917688547809,0.1296470773433485,0.36784585231112704,7.105427357601002e-15,True,False,True,0.0,0.0,0.20517896798218088,0.7948210320178191,0.0,0.0,-0.5202125932010864,0.5202125932010864,True
fcls_rmse,20,5334,34,53,True,0,30,4176,0.006,0.8352,0.5570676767676768,8.23586425580218,0,0,0,0,1,False,0.4783349514526326,0.7343325884494628,dirt,0.015865809069691265,0.10601184937435237,0.20068410441840268,0.17989706239487085,0.07732377232357446,0.14744796195104987,0.2572144244158641,1.4210854715202004e-14,True,False,True,0.0,0.0,0.22660408440155216,0.7733959155984478,-0.1653255659669785,0.0,-0.25173086705108044,0.41705643301805884,True
