material,threshold,n,band_id_original,mean_selected,std_selected
tree,0.95,1204,105,0.48983039867109657,0.06707272425046765
tree,0.95,1204,106,0.4682559800664454,0.06823506777460976
tree,0.95,1204,107,0.4481544850498332,0.0957628430782829
tree,0.95,1204,113,0.1636857142857139,0.05971877361570829
tree,0.95,1204,114,0.14925481727574727,0.04589219186458685
tree,0.95,1204,115,0.14182358803986742,0.040490264303966184
tree,0.95,1204,116,0.13506943521594675,0.03672710210796822
tree,0.95,1204,117,0.12950265780730902,0.03160960196613767
tree,0.95,1204,118,0.12918139534883724,0.03078352753483941
tree,0.95,1204,119,0.13427607973421918,0.03246507542226018
tree,0.95,1204,120,0.14079102990033232,0.031514827801600837
tree,0.95,1204,121,0.15055365448505023,0.03131127632101122
tree,0.95,1204,122,0.16107491694352147,0.03249620681278072
tree,0.95,1204,123,0.171743023255814,0.03371261841942587
tree,0.95,1204,124,0.18366179401993335,0.03539220171586452
tree,0.95,1204,125,0.1945571428571429,0.036910250633171215
tree,0.95,1204,126,0.2043631229235883,0.038265507601166426
tree,0.95,1204,127,0.21446461794019955,0.03977781118990857
tree,0.95,1204,128,0.22422375415282392,0.04112511418993961
tree,0.95,1204,129,0.23359152823920226,0.042510565753169215
tree,0.95,1204,130,0.24213504983388723,0.04373368059083037
tree,0.95,1204,131,0.24999817275747527,0.04482161279344343
tree,0.95,1204,132,0.2576956810631235,0.04603181134569212
tree,0.95,1204,133,0.2646622923588039,0.0469220475353666
tree,0.95,1204,134,0.270129069767442,0.04754021328518748
tree,0.95,1204,135,0.27476096345514905,0.04813565173385025
tree,0.95,1204,136,0.27842275747508327,0.048699809127014354
tree,0.95,1204,137,0.2787622923588035,0.048624551924872195
tree,0.95,1204,138,0.27735315614617945,0.048308417358811966
tree,0.95,1204,139,0.2766101328903652,0.04791189932219422
tree,0.95,1204,140,0.27467906976744216,0.04766941664060509
tree,0.95,1204,141,0.2701038205980072,0.047334987221962624
tree,0.95,1204,142,0.2649284053156146,0.04703396408825917
tree,0.95,1204,143,0.25835913621262413,0.04636025252882326
tree,0.95,1204,144,0.2521440199335543,0.04564975525968026
tree,0.95,1204,145,0.2465300664451829,0.04491942649611386
tree,0.95,1204,146,0.2433857142857143,0.04477142162797004
tree,0.95,1204,147,0.24009667774086357,0.04466092953394892
tree,0.95,1204,148,0.23752209302325591,0.04471577360292777
tree,0.95,1204,149,0.24134352159468458,0.04607093620005138
tree,0.95,1204,150,0.2404073089700995,0.04690651138558838
tree,0.95,1204,151,0.24113471760797336,0.04892180849255994
tree,0.95,1204,152,0.24756229235880417,0.056103766048677686
tree,0.95,1204,153,0.26059833887043193,0.07053362147258556
tree,0.95,1204,167,0.07132126245847183,0.035631457690413655
tree,0.95,1204,168,0.07338770764119593,0.0323660261626658
tree,0.95,1204,169,0.07543970099667775,0.026438994882728346
tree,0.95,1204,170,0.07601146179401996,0.021632148959991875
tree,0.95,1204,171,0.07821162790697678,0.021431155271865236
tree,0.95,1204,172,0.0815787375415282,0.02192826449558327
tree,0.95,1204,173,0.08491860465116276,0.024061637752697512
tree,0.95,1204,174,0.08996312292358775,0.0287746722484345
tree,0.95,1204,175,0.09249252491694361,0.024760285502050797
tree,0.95,1204,176,0.09473637873754144,0.02371504643508044
tree,0.95,1204,177,0.09728106312292353,0.024207878927985975
tree,0.95,1204,178,0.09987242524916938,0.024355847608383864
tree,0.95,1204,179,0.10423305647840542,0.025160695571096542
tree,0.95,1204,180,0.10608421926910293,0.025148198289626642
tree,0.95,1204,181,0.10703986710963458,0.02540289841382023
tree,0.95,1204,182,0.10908106312292354,0.025776121612480725
tree,0.95,1204,183,0.11055747508305673,0.025832399733993372
tree,0.95,1204,184,0.11175880398671104,0.025917635267104475
tree,0.95,1204,185,0.11247508305647859,0.026044755953948635
tree,0.95,1204,186,0.11351760797342175,0.026080827384669082
tree,0.95,1204,187,0.11536744186046519,0.026468714117061656
tree,0.95,1204,188,0.11784102990033318,0.026824733422567235
tree,0.95,1204,189,0.12030880398671108,0.027319718133644397
tree,0.95,1204,190,0.1234307308970099,0.027814449609995632
tree,0.95,1204,191,0.12618837209302344,0.02834750537181478
tree,0.95,1204,192,0.12880232558139518,0.028931540133999557
tree,0.95,1204,193,0.1314724252491695,0.029271265440648515
tree,0.95,1204,194,0.1328833887043188,0.02968521713060955
tree,0.95,1204,195,0.13201810631229247,0.02931460530386838
tree,0.95,1204,196,0.13040813953488342,0.028893567439757434
tree,0.95,1204,197,0.12738372093023262,0.028465384949223908
tree,0.95,1204,198,0.12352358803986693,0.027880397293419727
tree,0.95,1204,199,0.11784667774086366,0.026691222827097696
tree,0.95,1204,200,0.11233803986710977,0.025407111414790844
tree,0.95,1204,201,0.1062202657807309,0.024114941838265198
tree,0.95,1204,202,0.10226096345514941,0.023293227689923358
tree,0.95,1204,203,0.09785415282392047,0.0226326783787201
tree,0.95,1204,204,0.09335880398671118,0.021618011836865438
tree,0.95,1204,205,0.09308803986710958,0.023217501628559532
tree,0.95,1204,206,0.0919938538205978,0.021566614613308333
tree,0.95,1204,207,0.0904664451827239,0.02152757415095973
tree,0.95,1204,208,0.08791312292358804,0.020997625096247533
tree,0.95,1204,209,0.08609086378737536,0.020841441025944516
tree,0.95,1204,210,0.08479468438538217,0.021402031410322417
tree,0.95,1204,211,0.08170764119601319,0.020757925470800933
tree,0.95,1204,212,0.07962043189368777,0.020779831803463808
tree,0.95,1204,213,0.07684003322259136,0.019653803331186482
tree,0.95,1204,214,0.07259601328903655,0.019001644903088755
tree,0.95,1204,215,0.07039318936877062,0.0194649763023876
tree,0.95,1204,216,0.06726428571428572,0.018336692882991293
tree,0.95,1204,217,0.06321893687707636,0.018972355484333566
tree,0.95,1204,218,0.05874368770764118,0.018454967684826448
tree,0.95,1204,219,0.0566770764119601,0.016545277836747214
water,0.95,1650,4,0.012744121212121266,0.003349949612986744
water,0.95,1650,5,0.009135515151515127,0.0016400773840060127
water,0.95,1650,6,0.03280969696969695,0.002712521453453482
water,0.95,1650,7,0.06372339393939393,0.0037193675736396426
water,0.95,1650,8,0.07649248484848475,0.004977705861509885
water,0.95,1650,9,0.08631757575757594,0.005340034632904965
water,0.95,1650,10,0.09179442424242398,0.0057148201118607045
water,0.95,1650,11,0.09582606060606076,0.005631812205995475
water,0.95,1650,12,0.09978000000000023,0.005795865820225703
water,0.95,1650,13,0.10614824242424245,0.005832224997895649
water,0.95,1650,14,0.11276060606060571,0.005763389122568866
water,0.95,1650,15,0.11877927272727293,0.005774130978942504
water,0.95,1650,16,0.1253583030303032,0.005700190919103781
water,0.95,1650,17,0.13109357575757602,0.005668393599763218
water,0.95,1650,18,0.13593648484848503,0.005696254144617623
water,0.95,1650,19,0.14038339393939386,0.005728816314035854
water,0.95,1650,20,0.14508448484848505,0.005726735958171889
water,0.95,1650,21,0.14854981818181817,0.005772839485428115
water,0.95,1650,22,0.14893115151515163,0.005852093063124289
water,0.95,1650,23,0.14270290909090885,0.005815540623992865
water,0.95,1650,24,0.12820084848484853,0.005675172874799628
water,0.95,1650,25,0.11422957575757554,0.005664755294564013
water,0.95,1650,26,0.11106230303030308,0.005490081152377234
water,0.95,1650,27,0.10800109090909106,0.005456590012772916
water,0.95,1650,28,0.10443369696969705,0.0054555374397631425
water,0.95,1650,29,0.10073975757575795,0.005390373681488041
water,0.95,1650,30,0.09404230303030299,0.005423462343094172
water,0.95,1650,31,0.08747612121212138,0.005332805230052118
water,0.95,1650,32,0.0838321212121212,0.005355000923846647
water,0.95,1650,33,0.08801042424242429,0.005439276951894645
water,0.95,1650,34,0.08614606060606074,0.005583762139694929
water,0.95,1650,35,0.08340448484848498,0.00564341218574856
water,0.95,1650,36,0.07640860606060594,0.005654063585301272
water,0.95,1650,37,0.06615624242424234,0.005470582524133215
water,0.95,1650,38,0.05375624242424241,0.005349827564654171
water,0.95,1650,39,0.04025927272727278,0.005245710693814099
water,0.95,1650,40,0.03019915151515151,0.005058501323881405
water,0.95,1650,41,0.026187515151515135,0.00504588538118669
water,0.95,1650,42,0.025374181818181803,0.0050216392437345495
water,0.95,1650,43,0.023442787878787872,0.005203545363398299
water,0.95,1650,44,0.02272399999999996,0.005173931721094266
water,0.95,1650,45,0.025846424242424237,0.005131790632200966
water,0.95,1650,46,0.026515272727272728,0.005110461944800701
water,0.95,1650,47,0.027406787878787895,0.005176366104316197
water,0.95,1650,48,0.027941212121212096,0.0051008601518114476
water,0.95,1650,49,0.026807636363636186,0.0051418157258577065
water,0.95,1650,50,0.0252688484848484,0.005167831666043149
water,0.95,1650,51,0.023381212121212084,0.005105881194582037
water,0.95,1650,52,0.02312800000000001,0.005059831497972916
water,0.95,1650,53,0.022765090909090895,0.005159534230585555
water,0.95,1650,54,0.022684727272727242,0.005102985170749813
water,0.95,1650,55,0.022070181818181815,0.005134099487027851
water,0.95,1650,56,0.02213333333333332,0.0051632563524985
water,0.95,1650,57,0.021158060606060604,0.005168045043542534
water,0.95,1650,58,0.01993939393939393,0.005217858575846911
water,0.95,1650,59,0.019847151515151516,0.00518569428519147
water,0.95,1650,60,0.020112848484848483,0.005203927864552639
water,0.95,1650,61,0.014490060606060664,0.0051242180183279995
water,0.95,1650,62,0.011129454545454522,0.005007932405215418
water,0.95,1650,63,0.012330787878787833,0.005077588068302531
water,0.95,1650,64,0.016380363636363627,0.0051394188907341746
water,0.95,1650,65,0.01827478787878788,0.005072913882379128
water,0.95,1650,66,0.01857236363636363,0.005044909812799802
water,0.95,1650,67,0.01913866666666664,0.005090418394822122
water,0.95,1650,68,0.01924181818181818,0.005062180303138907
water,0.95,1650,69,0.019430303030303027,0.0051017005393320745
water,0.95,1650,70,0.01953575757575757,0.005071497914102476
water,0.95,1650,71,0.01959975757575759,0.005053109447928632
water,0.95,1650,72,0.01971442424242425,0.005020326966475528
water,0.95,1650,73,0.019885939393939348,0.005026143397364668
water,0.95,1650,74,0.02004060606060604,0.005012761858583784
water,0.95,1650,75,0.020194303030303035,0.004972071481511868
water,0.95,1650,76,0.020391272727272734,0.005025850407598625
water,0.95,1650,77,0.02023006060606063,0.004997581778489521
water,0.95,1650,78,0.01999866666666666,0.004926787450850572
water,0.95,1650,79,0.019283272727272722,0.004871818671506986
water,0.95,1650,80,0.015758060606060602,0.004905826949346367
water,0.95,1650,81,0.009664606060606052,0.004838789793222435
water,0.95,1650,82,0.01186351515151514,0.004877096976320771
water,0.95,1650,83,0.012022666666666649,0.004896068445418445
water,0.95,1650,84,0.013563757575757555,0.0048933815972578695
water,0.95,1650,85,0.017806060606060607,0.004772569309555255
water,0.95,1650,86,0.018667030303030286,0.004811031921594041
water,0.95,1650,87,0.018557696969696932,0.004808122373303067
water,0.95,1650,88,0.018932848484848462,0.004793591657311159
water,0.95,1650,89,0.019011393939393925,0.004825569885889081
water,0.95,1650,90,0.019183636363636396,0.004804896377769451
water,0.95,1650,91,0.01949030303030304,0.004854155660967207
water,0.95,1650,92,0.019677333333333342,0.004852419094710093
water,0.95,1650,93,0.01973175757575757,0.004897595941054805
water,0.95,1650,94,0.019728121212121214,0.004837133835535611
water,0.95,1650,95,0.020616242424242374,0.004917858902373547
water,0.95,1650,96,0.024516606060606093,0.004996772594381631
water,0.95,1650,97,0.02274957575757584,0.004957841948843804
water,0.95,1650,98,0.022856484848484893,0.004875403673240101
water,0.95,1650,99,0.023042909090909044,0.004967677466983734
water,0.95,1650,100,0.022927515151515254,0.004702033783833959
water,0.95,1650,101,0.02289648484848481,0.004670988449809675
water,0.95,1650,102,0.022971393939393906,0.00483518980818492
water,0.95,1650,103,0.023212242424242368,0.004964115637497047
water,0.95,1650,104,0.022989454545454417,0.004915663061972711
water,0.95,1650,105,0.022026666666666667,0.0052587927331376105
water,0.95,1650,106,0.020725939393939307,0.005580204720581461
water,0.95,1650,107,0.021102909090909023,0.017365558494912305
water,0.95,1650,113,0.015544727272727387,0.012127260529728968
water,0.95,1650,114,0.01229733333333332,0.009569378190326416
water,0.95,1650,115,0.013959878787878834,0.008074022090171674
water,0.95,1650,116,0.015144969696969594,0.006219595779932042
water,0.95,1650,117,0.014530909090909101,0.00451941291684523
water,0.95,1650,118,0.01484278787878789,0.004495987381072383
water,0.95,1650,119,0.014619999999999947,0.00461079760404364
water,0.95,1650,120,0.01590048484848489,0.004507024793829606
water,0.95,1650,121,0.017569818181818256,0.004528625247645104
water,0.95,1650,122,0.018051878787878648,0.004477593995139307
water,0.95,1650,123,0.018328727272727247,0.004511959752081978
water,0.95,1650,124,0.018824606060606038,0.004526752866181063
water,0.95,1650,125,0.018923636363636368,0.004483265732180543
water,0.95,1650,126,0.018949090909090846,0.0044686140239190335
water,0.95,1650,127,0.019076484848484843,0.004465755737876454
water,0.95,1650,128,0.019220121212121247,0.0044586322115003916
water,0.95,1650,129,0.01942678787878795,0.00444658915763788
water,0.95,1650,130,0.01937296969696956,0.004451818453681184
water,0.95,1650,131,0.019538545454545465,0.004467827653894401
water,0.95,1650,132,0.019728969696969727,0.00442638338235253
water,0.95,1650,133,0.019670060606060497,0.004433387171735489
water,0.95,1650,134,0.019749575757575837,0.00437092630797128
water,0.95,1650,135,0.0196823030303031,0.004338109017482911
water,0.95,1650,136,0.019817818181818287,0.004361667469954282
water,0.95,1650,137,0.019584000000000174,0.0043063855054107925
water,0.95,1650,138,0.01953890909090892,0.004403062435387137
water,0.95,1650,139,0.019573090909091075,0.004391772282304066
water,0.95,1650,140,0.019633454545454784,0.004251191156362402
water,0.95,1650,141,0.019388242424242186,0.0042986940866176415
water,0.95,1650,142,0.019356484848485178,0.004320271849760273
water,0.95,1650,143,0.019110181818181506,0.004285932517282541
water,0.95,1650,144,0.01887139393939407,0.004416521996071278
water,0.95,1650,145,0.018679878787878787,0.004247802424766604
water,0.95,1650,146,0.01836969696969696,0.004243435204220174
water,0.95,1650,147,0.018489333333333247,0.004396780658802104
water,0.95,1650,148,0.017906545454545477,0.00430169165520016
water,0.95,1650,149,0.018595030303030256,0.00449846837560903
water,0.95,1650,150,0.017860363636363324,0.004411653148665731
water,0.95,1650,151,0.018336000000000005,0.0051187617820932195
water,0.95,1650,152,0.01703878787878828,0.0077842793238275
water,0.95,1650,153,0.01673793939393936,0.014641002718474802
water,0.95,1650,167,0.023602181818181838,0.019958997851587466
water,0.95,1650,168,0.022294181818182,0.016977307566553804
water,0.95,1650,169,0.018372969696969697,0.013668886910159054
water,0.95,1650,170,0.01692799999999989,0.007665776222334533
water,0.95,1650,171,0.01695212121212132,0.005914310204700879
water,0.95,1650,172,0.01688848484848467,0.00565506912382377
water,0.95,1650,173,0.017014909090908976,0.008199500104362026
water,0.95,1650,174,0.01844193939393951,0.014393745649222335
water,0.95,1650,175,0.01733200000000003,0.009090148193611505
water,0.95,1650,176,0.017088242424242377,0.005683005601660378
water,0.95,1650,177,0.017274787878788105,0.005558046919653092
water,0.95,1650,178,0.01750775757575752,0.006066312379083725
water,0.95,1650,179,0.01770642424242399,0.006701125726460915
water,0.95,1650,180,0.017672484848484733,0.006384248173012913
water,0.95,1650,181,0.017379030303030188,0.005826894513010197
water,0.95,1650,182,0.017285696969697013,0.005680397043767207
water,0.95,1650,183,0.017075151515151526,0.005665082909453544
water,0.95,1650,184,0.016924727272727102,0.005304144241792535
water,0.95,1650,185,0.01667030303030304,0.005288835860249157
water,0.95,1650,186,0.01654036363636346,0.005154286934888521
water,0.95,1650,187,0.01647733333333346,0.005266114217285362
water,0.95,1650,188,0.016276242424242582,0.005182210169827231
water,0.95,1650,189,0.01642315151515152,0.005405740809946028
water,0.95,1650,190,0.0163107878787878,0.005270279618581435
water,0.95,1650,191,0.016258424242424227,0.005469964705610481
water,0.95,1650,192,0.01619975757575754,0.005239356882985854
water,0.95,1650,193,0.016128000000000073,0.005511649722784179
water,0.95,1650,194,0.016164484848484886,0.005663126816581084
water,0.95,1650,195,0.015883030303030305,0.005124412448122773
water,0.95,1650,196,0.01572072727272737,0.005115733966551504
water,0.95,1650,197,0.01565175757575756,0.005430509764733574
water,0.95,1650,198,0.015553212121212082,0.005294565995076127
water,0.95,1650,199,0.015424000000000042,0.0056000524672866845
water,0.95,1650,200,0.015442666666666712,0.00574952099541933
water,0.95,1650,201,0.014985212121212151,0.005382514855262893
water,0.95,1650,202,0.014558787878787813,0.005540375087168724
water,0.95,1650,203,0.014459393939393968,0.00610357170118272
water,0.95,1650,204,0.014511757575757617,0.005789509420941459
water,0.95,1650,205,0.014866909090909229,0.009228248241014956
water,0.95,1650,206,0.014396484848484825,0.005852097247070001
water,0.95,1650,207,0.01435490909090897,0.006082172918947441
water,0.95,1650,208,0.01421890909090892,0.006694886788658039
water,0.95,1650,209,0.01421587878787895,0.006273481657462616
water,0.95,1650,210,0.014076363636363757,0.007715036015227271
water,0.95,1650,211,0.013888606060606089,0.007041472202899483
water,0.95,1650,212,0.013870909090909024,0.007421494729637607
water,0.95,1650,213,0.013835393939393923,0.0069151258449049536
water,0.95,1650,214,0.013322909090909201,0.0069128231322956755
water,0.95,1650,215,0.013171999999999967,0.008312205935559543
water,0.95,1650,216,0.013295151515151446,0.007503601608444772
water,0.95,1650,217,0.013588242424242315,0.009004019705127304
water,0.95,1650,218,0.012728727272727166,0.009853194477450916
water,0.95,1650,219,0.011975272727272716,0.008101263318141316
dirt,0.95,160,4,0.010947499999999997,0.004353934284069982
dirt,0.95,160,5,0.00973875,0.0024843507074284025
dirt,0.95,160,6,0.03345625000000001,0.0044208693644463195
dirt,0.95,160,7,0.06366874999999997,0.006555571938244594
dirt,0.95,160,8,0.07481875000000004,0.00863993046485329
dirt,0.95,160,9,0.0827175,0.009473763441737395
dirt,0.95,160,10,0.08698125,0.010266177401423573
dirt,0.95,160,11,0.08980375000000002,0.010943045094373868
dirt,0.95,160,12,0.09255,0.010997954355242619
dirt,0.95,160,13,0.09674125000000003,0.011718161051867309
dirt,0.95,160,14,0.10104874999999999,0.01220044562454585
dirt,0.95,160,15,0.10544624999999996,0.012695791071748933
dirt,0.95,160,16,0.11236750000000002,0.01314857192816011
dirt,0.95,160,17,0.11894000000000005,0.01389936689205663
dirt,0.95,160,18,0.12394874999999997,0.014631699266917013
dirt,0.95,160,19,0.12809875,0.015226292997230155
dirt,0.95,160,20,0.131925,0.015906016943282822
dirt,0.95,160,21,0.13384624999999992,0.016249326476426646
dirt,0.95,160,22,0.13479125,0.01678283865850768
dirt,0.95,160,23,0.13691000000000003,0.017122920311675813
dirt,0.95,160,24,0.13920499999999988,0.017789968381084882
dirt,0.95,160,25,0.14166125000000002,0.01830341493922651
dirt,0.95,160,26,0.14431124999999997,0.018707749021127585
dirt,0.95,160,27,0.14749250000000005,0.019370026942418017
dirt,0.95,160,28,0.15054875000000006,0.019797742887448053
dirt,0.95,160,29,0.15288249999999998,0.020048034660534682
dirt,0.95,160,30,0.15515875,0.020286856544016376
dirt,0.95,160,31,0.15721625000000006,0.02037922927731812
dirt,0.95,160,32,0.16078125000000001,0.02074135719854176
dirt,0.95,160,33,0.15900874999999998,0.02130682222757537
dirt,0.95,160,34,0.16374500000000008,0.021674454433733743
dirt,0.95,160,35,0.1708800000000001,0.02250383522868936
dirt,0.95,160,36,0.18510000000000007,0.02445151324560507
dirt,0.95,160,37,0.20815624999999988,0.027150788863999884
dirt,0.95,160,38,0.23235999999999984,0.02961624385366923
dirt,0.95,160,39,0.25669000000000014,0.03232405296369872
dirt,0.95,160,40,0.27454000000000006,0.03424282990641983
dirt,0.95,160,41,0.29113750000000016,0.03599004159139026
dirt,0.95,160,42,0.304585,0.03727496847751852
dirt,0.95,160,43,0.31503250000000016,0.038307080856546605
dirt,0.95,160,44,0.32585374999999994,0.03940934991772256
dirt,0.95,160,45,0.33488875000000007,0.03951621658809837
dirt,0.95,160,46,0.34256749999999986,0.039670057269305774
dirt,0.95,160,47,0.34962374999999996,0.039714722533809796
dirt,0.95,160,48,0.3549000000000001,0.039696139610798424
dirt,0.95,160,49,0.3640074999999999,0.04053257262683928
dirt,0.95,160,50,0.37202874999999996,0.04073113579852028
dirt,0.95,160,51,0.37846874999999996,0.040728804591314734
dirt,0.95,160,52,0.38542374999999995,0.04069885361945102
dirt,0.95,160,53,0.39244499999999993,0.040901570568866896
dirt,0.95,160,54,0.39873499999999995,0.04113702438193603
dirt,0.95,160,55,0.4058212499999999,0.04131230807444072
dirt,0.95,160,56,0.4140024999999999,0.04157803499144711
dirt,0.95,160,57,0.42396375,0.04212566243915341
dirt,0.95,160,58,0.4305175000000001,0.04208399569610757
dirt,0.95,160,59,0.43549874999999993,0.04242677218970941
dirt,0.95,160,60,0.4401975,0.0422919495146535
dirt,0.95,160,61,0.44479999999999986,0.04306612938261342
dirt,0.95,160,62,0.44978625,0.04394814627418886
dirt,0.95,160,63,0.45423875,0.043611108085412124
dirt,0.95,160,64,0.4581112499999998,0.04330286218528171
dirt,0.95,160,65,0.46230375000000007,0.042734031941036185
dirt,0.95,160,66,0.46351875,0.042709151811262884
dirt,0.95,160,67,0.4689449999999999,0.0428110905607414
dirt,0.95,160,68,0.47458125000000007,0.04294523720318121
dirt,0.95,160,69,0.48062750000000004,0.04310063507362738
dirt,0.95,160,70,0.48563499999999993,0.04307096789021579
dirt,0.95,160,71,0.4913587500000001,0.04331120003460421
dirt,0.95,160,72,0.49685875,0.043450573050737774
dirt,0.95,160,73,0.5025437500000002,0.043587527871370504
dirt,0.95,160,74,0.5088100000000004,0.0438353784060318
dirt,0.95,160,75,0.5151087500000001,0.04389711178924531
dirt,0.95,160,76,0.5254562499999998,0.044455371845678
dirt,0.95,160,77,0.5268612500000005,0.04436587087432747
dirt,0.95,160,78,0.5309199999999997,0.04446931076596534
dirt,0.95,160,79,0.5326325000000001,0.0445394481751851
