band_id_left,band_id_right,mean_difference_valid,std_difference_valid,rms_difference_valid,median_abs_difference_valid
40,41,0.021537300000000002,0.024311299280581587,0.03247914044429122,0.018600000000000005
41,42,0.015449239999999998,0.01509840069088112,0.021601868437706794,0.014399999999999968
42,43,0.009225319999999999,0.00915472418468217,0.01299674974753298,0.010600000000000054
43,44,0.007912819999999987,0.007181335505851352,0.010685705404885485,0.009200000000000041
44,45,0.006814799999999974,0.003567426657970675,0.007692075922662242,0.006800000000000028
45,46,0.004718500000000014,0.0036047615385764544,0.005937890871344827,0.0050000000000000044
46,47,0.0041835200000000065,0.003222083861354337,0.005280498461319747,0.0040000000000000036
47,48,0.002584660000000006,0.0027059919963665483,0.0037420395508332032,0.0024000000000000132
48,49,0.004650599999999986,0.004717633266798057,0.0066245108498665765,0.005600000000000049
49,50,0.0038788799999999973,0.0047184355400492805,0.00610813752300976,0.004999999999999949
50,51,0.0030259199999999975,0.004637920240107671,0.005537733832534741,0.004199999999999999
51,52,0.003758779999999989,0.003816364881873878,0.005356591080155398,0.0038000000000000256
52,53,0.003699839999999979,0.0037559414231853805,0.005272182849636426,0.0040000000000000036
53,54,0.0033425799999999995,0.003407407657384169,0.004773182167066367,0.0033999999999999586
54,55,0.0036369199999999784,0.003845473821728658,0.005292906196032618,0.0040000000000000036
55,56,0.0044003399999999965,0.003844409432461653,0.00584315633882922,0.0048000000000000265
56,57,0.005168039999999977,0.004889669371071925,0.007114597950692633,0.006399999999999961
57,58,0.0018039800000000043,0.0032614359045672362,0.0037271045061817096,0.0024000000000000063
58,59,0.0015064199999999981,0.0026408314568711418,0.003040278276737177,0.0018000000000000238
59,60,0.0020447000000000026,0.0026937048669073245,0.0033818403273957174,0.0020000000000000018
60,61,-0.0025133800000000095,0.00510941924053998,0.005694141199513767,0.004599999999999993
61,62,-0.0005852400000000095,0.0044851236485073335,0.004523144923612358,0.0034000000000000002
62,63,-0.00030402000000000077,0.004509646531558786,0.004519882741841893,0.0027999999999999414
63,64,0.00013165999999999815,0.005343012412899671,0.005344634318641467,0.00379999999999997
64,65,0.0014506200000000008,0.0027928697813539407,0.0031471288502379602,0.0021999999999999797
65,66,-0.00037970000000000023,0.002193052646426902,0.0022256801207720706,0.0013999999999999985
66,67,0.003789160000000011,0.0033779216234838738,0.005076227733268136,0.003599999999999992
67,68,0.0037484800000000063,0.003540936837843989,0.005156484849197227,0.0038000000000000256
68,69,0.004558360000000014,0.003994806892754642,0.006061116068844127,0.0048000000000000265
69,70,0.00390359999999998,0.0037922725429484043,0.0054423730118396485,0.0038000000000000256
70,71,0.0043917799999999615,0.004091144635868993,0.006002099299411877,0.0044000000000000705
71,72,0.004283659999999971,0.00391516091679507,0.005803294581528689,0.0043999999999999595
72,73,0.004058360000000063,0.0036679697532013677,0.00547030968044776,0.0041999999999999815
73,74,0.004081940000000021,0.003553423396726046,0.005411936067619455,0.0043999999999999595
74,75,0.003926140000000019,0.003370104553333549,0.005174183993636144,0.0041999999999999815
75,76,0.006458159999999995,0.004942745129419513,0.00813256171203149,0.007799999999999918
76,77,-0.0008057999999999964,0.002090664573765941,0.0022405784967280172,0.0013999999999999568
77,78,0.0003852199999999998,0.0023482814038355724,0.0023796680440767385,0.0013999999999999985
78,79,-0.001988380000000001,0.003223890347949213,0.0037877597600692765,0.0019999999999999983
79,80,-0.0048648599999999926,0.004960680314271426,0.006948036557186482,0.004400000000000015
80,81,-0.005660539999999983,0.007443731517753685,0.009351516026826887,0.006599999999999939
81,82,-0.0033335000000000036,0.007469904266454821,0.008179956723601894,0.004400000000000001
82,83,-0.007503219999999986,0.010406975239309418,0.01282978737158169,0.0050000000000000044
83,84,-0.009373720000000009,0.012568078507138526,0.015678750715538408,0.006199999999999983
84,85,-0.005768840000000003,0.008408316184254786,0.010197023879544425,0.007199999999999984
85,86,0.0014775800000000035,0.0027793627585473435,0.003147713455827887,0.0018000000000000238
86,87,-0.0005626199999999961,0.0026620350740739537,0.002720840311374419,0.0015999999999999903
87,88,0.0013959799999999944,0.002715629547563538,0.003053424962235029,0.001799999999999996
88,89,0.002644839999999991,0.0028855220280566197,0.003914258039526776,0.0024000000000000132
89,90,0.0030283599999999947,0.0030131942702719895,0.004272037453019362,0.0028000000000000247
90,91,0.005860060000000012,0.0048320998330332885,0.007595359899306944,0.006400000000000017
91,92,0.0053411799999999975,0.004764036125765615,0.00715711142850243,0.005599999999999994
92,93,0.004129079999999997,0.003934977808526961,0.0057038015393244546,0.0041999999999999815
93,94,0.0037607399999999955,0.003658845535466094,0.005246933961848616,0.0038000000000000256
94,95,0.0032334000000000074,0.004092225365250571,0.005215475433745257,0.003599999999999999
95,96,0.0018005000000000091,0.00617763026977176,0.0064346651816547034,0.0034000000000000002
96,97,0.0008564599999999968,0.009775063798686996,0.009812512216552913,0.006200000000000094
97,98,0.002658939999999994,0.004038495026169988,0.004835225330840369,0.0030000000000000027
98,99,0.00042299999999999874,0.0037728226833499603,0.0037964615104067725,0.0021999999999999797
99,100,-0.0011348599999999982,0.004065372895614874,0.0042208013457162635,0.0022000000000000353
100,101,-0.0016788200000000199,0.003939791797493893,0.004282568855254991,0.0023999999999999577
101,102,0.005239079999999995,0.006028615160515743,0.007986999436584449,0.0040000000000000036
102,103,0.006469260000000003,0.00787561597923624,0.01019198959968072,0.0050000000000000044
103,104,-0.00470397999999999,0.008683614003374446,0.009875858443699976,0.004599999999999965
104,105,-0.005829600000000033,0.011978712945888599,0.013321929289708621,0.006800000000000028
105,106,-0.004358520000000005,0.013868084201129012,0.014536865411772768,0.007199999999999984
106,107,0.005489139999999972,0.059995134353215664,0.06024572021314055,0.023200000000000005
113,114,-0.010619539999999985,0.02430639879102615,0.026525000508953546,0.016400000000000005
114,115,-0.005327639999999973,0.01218840022441015,0.01330191144159354,0.008799999999999999
115,116,-0.0030639600000000166,0.010067372503210523,0.01052329986268564,0.006199999999999997
116,117,-0.003358439999999993,0.013070506063898146,0.013495082363586963,0.005800000000000027
117,118,-0.0003737199999999986,0.004138280483679146,0.0041551211775350295,0.002599999999999991
118,119,0.0033080000000000028,0.0049631933268813365,0.0059645747543307995,0.0038000000000000048
119,120,0.004378639999999976,0.007809791786622762,0.008953509702904226,0.0048000000000000265
120,121,0.007054639999999937,0.008948661937429435,0.011395020666940387,0.006799999999999973
121,122,0.007152760000000028,0.0063832982369932305,0.009586890632525234,0.007599999999999996
122,123,0.0068410600000000585,0.006377717936409576,0.00935282780767402,0.007400000000000018
123,124,0.008362220000000016,0.006620298533419942,0.01066560246774643,0.009800000000000003
124,125,0.006789639999999986,0.005827823321824385,0.008947778271727599,0.007800000000000029
125,126,0.005642939999999955,0.0051563250631044685,0.007643981946603496,0.006199999999999983
126,127,0.006092100000000029,0.005256798416336686,0.008046590085247328,0.006800000000000028
127,128,0.0061252600000001114,0.005115999406997685,0.007980743073173079,0.007000000000000006
128,129,0.006270700000000006,0.005083160976203726,0.008072187064234862,0.007199999999999984
129,130,0.005216519999999988,0.004876261589537599,0.007140728814343825,0.005799999999999944
130,131,0.005007639999999975,0.0045685110955759,0.006778477115104839,0.00539999999999996
131,132,0.00547267999999999,0.004736384023450746,0.00723764878948957,0.006199999999999983
132,133,0.004602800000000078,0.004346906964727874,0.006330984757523925,0.0050000000000000044
133,134,0.003409420000000008,0.003591915820784201,0.00495237357233887,0.003400000000000014
134,135,0.0031303600000000104,0.0032891710612858623,0.0045406827680427395,0.0030000000000000027
135,136,0.002813940000000008,0.0030125938452436685,0.004122375528745539,0.002599999999999998
136,137,0.00033009999999999724,0.0021984480867193613,0.002223092440723054,0.0013999999999999985
137,138,-0.0009062800000000006,0.002201795758375432,0.0023810182695645186,0.0012000000000000344
138,139,-0.00092912,0.0022165017540259346,0.002403360979961193,0.001400000000000002
139,140,-0.0017327199999999919,0.0025189984917819794,0.003057396277880887,0.0016999999999999793
140,141,-0.0033980599999999393,0.0033721506841183522,0.004787296940863416,0.0031999999999999806
141,142,-0.0032457600000000875,0.0035178621380604746,0.004786471769476995,0.0030000000000000027
142,143,-0.003833820000000042,0.0038365521249684688,0.0054237724878538505,0.0038000000000000013
143,144,-0.003539599999999995,0.0038291701241913788,0.00521452893366221,0.003599999999999992
144,145,-0.0032377799999999957,0.003554626375809338,0.004808179281183293,0.0030000000000000027
145,146,-0.0012771600000000014,0.0028934281284317483,0.0031627620840019143,0.0018000000000000238
146,147,-0.0002527200000000073,0.0032850748243533233,0.0032947813281005425,0.0020000000000000018
147,148,0.0011046000000000012,0.0043080643959903875,0.004447421724999802,0.0023999999999999577
148,149,0.007235299999999998,0.007005015768005114,0.010070740389862116,0.006200000000000011
149,150,0.0014127399999999974,0.0056478478814855,0.0058218570920282875,0.0030000000000000027
150,151,0.0026479999999999963,0.0073538778885700205,0.00781610030641878,0.0040000000000000036
151,152,0.007453500000000048,0.018946584223811815,0.02035995373275675,0.00940000000000002
152,153,0.012024239999999936,0.0276117565616966,0.030116298710166776,0.015600000000000003
167,168,0.0006339999999999986,0.0313512566255327,0.03135766649481418,0.02040000000000003
168,169,0.0009916800000000015,0.024676998252980486,0.024696916244745987,0.015399999999999997
169,170,-0.0031497999999999904,0.015827917865594284,0.016138284419355012,0.0106
170,171,0.002025880000000008,0.007191144708987568,0.007471060968831635,0.004999999999999977
171,172,0.0034725000000000064,0.005340380112875857,0.006370079748323418,0.004200000000000001
172,173,0.00319813999999999,0.008169396583616206,0.008773091815318025,0.0058
173,174,0.005108980000000012,0.016747186252012526,0.017509138299756487,0.011799999999999991
174,175,-0.0010523200000000026,0.016459606514664965,0.0164932114519882,0.0108
175,176,0.0006311399999999989,0.008963757376256983,0.008985949254252449,0.005999999999999998
176,177,0.0008557000000000022,0.004826276982312562,0.0049015479187701745,0.0031999999999999945
177,178,0.0012394799999999983,0.005212318613592238,0.005357665163109771,0.003400000000000014
178,179,0.003037919999999987,0.006396836880333962,0.007081559150356625,0.004599999999999993
179,180,-0.0007583400000000001,0.006162059107506179,0.006208546689846179,0.0040000000000000036
180,181,-0.002390439999999999,0.005859125925118894,0.006327998103665959,0.0039999999999999975
181,182,-0.00024277999999999835,0.00447121167823668,0.0044777981196119435,0.0029999999999999957
182,183,-0.0007268400000000017,0.0046555884283729,0.004711984719839432,0.0030000000000000027
183,184,-0.0012035199999999976,0.004402826774879975,0.004564355814351032,0.0029999999999999957
184,185,-0.001093280000000006,0.003944969815042979,0.004093659487549067,0.002599999999999998
185,186,-0.00023309999999999932,0.0037966095914644823,0.003803758667423584,0.0024000000000000132
186,187,0.0012509799999999964,0.003959336944439022,0.004152264442445877,0.0026000000000000016
187,188,0.001541939999999993,0.00424399163952988,0.004515422903782121,0.0030000000000000027
188,189,0.001800200000000001,0.004459258229795607,0.004808919213295253,0.0032000000000000084
189,190,0.0023212600000000025,0.004678197517463367,0.005222430468661151,0.003599999999999992
190,191,0.0019839600000000107,0.004771138094668821,0.0051671903390527775,0.0033999999999999586
191,192,0.0017153199999999913,0.004912206560966239,0.0052030852385868,0.0034000000000000002
192,193,0.0013658999999999993,0.004828314114678136,0.00501779832197352,0.003200000000000036
193,194,-0.0001344799999999949,0.005313755275659621,0.005315456706624595,0.003599999999999992
194,195,-0.0020080000000000106,0.00514052215246661,0.005518788997597199,0.003599999999999992
195,196,-0.002823640000000002,0.004869489619087414,0.005628931692603838,0.003599999999999992
196,197,-0.003638239999999989,0.005381791681438414,0.006496189036658326,0.004200000000000002
197,198,-0.0042771999999999975,0.0059054077048075184,0.007291658247614167,0.004799999999999999
198,199,-0.005805600000000053,0.006899928741661024,0.009017428014683573,0.006000000000000002
199,200,-0.005494539999999983,0.006975152054858721,0.008879342092745407,0.006199999999999997
200,201,-0.006315159999999986,0.006740879629128549,0.009236920699020868,0.006799999999999973
201,202,-0.003527939999999998,0.005421757958116535,0.006468525334262816,0.004399999999999987
202,203,-0.003605079999999998,0.006161755447402952,0.0071388957129236595,0.0048000000000000004
203,204,-0.004061740000000004,0.006499670158738812,0.007664427180161578,0.005199999999999982
204,205,-0.00047730000000000244,0.010530872932003235,0.010541683926204555,0.006200000000000001
205,206,-0.0016258000000000017,0.010620771646165846,0.010744487703003743,0.006400000000000017
206,207,-0.0001696800000000008,0.006028256853983585,0.006030644410011251,0.004
207,208,-0.0008023799999999943,0.006789944796211603,0.006837189773583873,0.004599999999999993
208,209,-0.00029591999999999536,0.007008015364823344,0.007014260331638642,0.0046
209,210,0.0007031999999999983,0.008765078765190872,0.008793241495603297,0.0058
210,211,-0.002121279999999999,0.009048967408583176,0.009294279961352559,0.006200000000000001
211,212,-0.0006950599999999912,0.008626990181772567,0.008654944713861574,0.005599999999999999
212,213,-0.00222268,0.008228749456484935,0.008523650860986729,0.0058
213,214,-0.005028280000000015,0.008179148136670523,0.009601149097894484,0.0064
214,215,-0.001211040000000004,0.009200178156883732,0.009279541799032948,0.006200000000000011
215,216,-0.004605319999999981,0.01034961659664735,0.01132799788135566,0.007400000000000018
216,217,-0.005106200000000024,0.012170342047781637,0.013198125018349978,0.0086
217,218,-0.007425000000000009,0.014773582063941077,0.016534489771383845,0.010800000000000004
218,219,-0.003178619999999979,0.012465877702576844,0.012864747646184043,0.008400000000000005
